STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,ALARM_BOX_BOROUGH,ALARM_BOX_NUMBER,ALARM_BOX_LOCATION,INCIDENT_BOROUGH,ZIPCODE,POLICEPRECINCT,ALARM_SOURCE_DESCRIPTION_TX,INCIDENT_CLASSIFICATION,INCIDENT_CLASSIFICATION_GROUP,DISPATCH_RESPONSE_SECONDS_QY
1.50E+15,1/7/2015 12:41,BRONX,2292,JACKSON AVE & 156 ST,BRONX,10455,40,EMS Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,12
1.50E+15,1/7/2015 12:44,MANHATTAN,567,5 AVE & 16 ST,MANHATTAN,10003,13,Private Fire Alarm,Sprinkler System - Malfunction ,NonMedical Emergencies,48
1.50E+15,1/7/2015 12:44,MANHATTAN,1615,W 143 ST & LENOX AVE\MALCOLM X BLVD,MANHATTAN,10030,32,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,19
1.50E+15,1/7/2015 12:45,BRONX,2902,MONROE AVE & 173 ST,BRONX,10457,44,Phone,Assist Civilian - Non-Medical,NonMedical Emergencies,68
1.50E+15,1/7/2015 12:45,QUEENS,4039,ONDERDONK AVE & STANHOPE ST,QUEENS,11385,104,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,11
1.50E+15,1/7/2015 12:47,BRONX,3499,WALLACE AVE & SOUTH OAK DRIVE,BRONX,10467,47,ERS,Odor - Other Than Smoke,NonMedical Emergencies,82
1.50E+15,1/7/2015 12:47,QUEENS,7804,NORTHERN BLVD OPP 60 ST,QUEENS,11377,114,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,17
1.50E+15,1/7/2015 12:48,BROOKLYN,3137,AVENUE I & E 52 ST,BROOKLYN,11234,63,Verbal,Assist Civilian - Non-Medical,NonMedical Emergencies,37
1.50E+15,1/7/2015 12:49,QUEENS,9411,COLLEGE PT BLVD & AVERY AVE,QUEENS,11355,109,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,15
1.50E+15,1/7/2015 12:50,BROOKLYN,2708,6 AVE & 76 ST,BROOKLYN,11209,68,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,5
1.50E+15,1/7/2015 12:50,QUEENS,9587,UNION TNPK & 72 RD,QUEENS,11375,112,PD Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,8
1.50E+15,1/7/2015 12:50,BRONX,2959,GRAND AVE & W 176 ST,BRONX,10453,46,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,43
1.50E+15,1/7/2015 12:51,QUEENS,5878,147 AVE & 228 ST,QUEENS,11413,105,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,15
1.50E+15,1/7/2015 12:52,QUEENS,4196,METROPOLITAN AVE & 65 PL,QUEENS,11379,104,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/7/2015 12:52,BROOKLYN,2431,FLATBUSH AVE & HILLEL PL,BROOKLYN,11210,70,UCT/911,Manhole Fire - Blown Cover,NonStructural Fires,16
1.50E+15,1/7/2015 12:53,BROOKLYN,412,YORK ST BTW GOLD ST & NAVY ST,BROOKLYN,11201,84,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,7
1.50E+15,1/7/2015 12:54,BROOKLYN,661,LAFAYETTE & NOSTRAND AVES,BROOKLYN,11216,79,Private Fire Alarm,Other Commercial Building Fire,Structural Fires,46
1.50E+15,1/7/2015 12:54,QUEENS,8903,133 AVE & 140 ST,QUEENS,11436,113,Private Fire Alarm,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,92
1.50E+15,1/7/2015 12:55,BROOKLYN,458,COURT & JORALEMON STS,BROOKLYN,11201,84,Private Fire Alarm,Defective Oil Burner,NonMedical Emergencies,57
1.50E+15,1/7/2015 12:55,MANHATTAN,1563,MADISON AVE & E 135 ST,MANHATTAN,10037,25,Phone,Utility Emergency - Water,NonMedical Emergencies,40
1.50E+15,1/7/2015 12:57,BRONX,4257,NB SVC RD BRUCKNER EXPY & COUNTRY CLUB R,BRONX,10465,45,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,17
1.50E+15,1/7/2015 12:57,QUEENS,7874,37 AVE & 77 ST,QUEENS,11372,115,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,93
1.50E+15,1/7/2015 12:59,MANHATTAN,1467,W 124 ST & LENOX AVE\MALCOLM X BLVD,MANHATTAN,10027,28,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/7/2015 13:00,BRONX,3185,GRAND AVE & W 182 ST,BRONX,10453,46,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/7/2015 13:00,QUEENS,9262,140 ST & 68 DR,QUEENS,11367,107,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,70
1.50E+15,1/7/2015 13:00,MANHATTAN,1334,PARK AVE & 110 ST,MANHATTAN,10029,23,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,10
1.50E+15,1/7/2015 13:00,QUEENS,9178,97 ST & 63 RD,QUEENS,11374,112,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/7/2015 13:01,QUEENS,6710,HILLSIDE AVE & 229 ST,QUEENS,11427,105,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,158
1.50E+15,1/7/2015 13:02,QUEENS,5080,112 AVE & 179 ST,QUEENS,11433,113,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,25
1.50E+15,1/7/2015 13:03,MANHATTAN,1151,BROADWAY & 84 ST,MANHATTAN,10024,20,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/7/2015 13:06,QUEENS,7607,38 ST & 20 RD,QUEENS,11105,114,EMS Link/Medical,Vehicle Accident - Other,NonMedical Emergencies,19
1.50E+15,1/7/2015 13:07,BROOKLYN,998,SUMPTER ST & STONE/MOTHER GASTON BLVD,BROOKLYN,11233,73,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/7/2015 13:07,MANHATTAN,1153,WEST END AVE & 85 ST,MANHATTAN,10024,20,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/7/2015 13:07,BROOKLYN,961,FRANKLIN AVE & FULTON ST,BROOKLYN,11238,79,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,362
1.50E+15,1/7/2015 13:09,QUEENS,5294,ROCKAWAY BLVD & 107 ST,QUEENS,11420,106,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,37
1.50E+15,1/7/2015 13:10,BRONX,3907,BROADWAY & W 252 ST,BRONX,10471,50,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,5
1.50E+15,1/7/2015 13:11,RICHMOND / STATEN ISLAND,1024,TARGEE AND DEKALB STS,RICHMOND / STATEN ISLAND,10304,120,UCT/911,Vehicle Accident - Other,NonMedical Emergencies,26
1.50E+15,1/7/2015 13:12,MANHATTAN,867,10 AVE & W 51 ST,MANHATTAN,10019,18,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,13
1.50E+15,1/7/2015 13:12,MANHATTAN,1148,PARK AVE & 84 ST,MANHATTAN,10028,19,Private Fire Alarm,Utility Emergency - Water,NonMedical Emergencies,41
1.50E+15,1/7/2015 13:12,BROOKLYN,3071,AVENUE V & COLEMAN ST,BROOKLYN,11234,63,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/7/2015 13:14,QUEENS,7899,37 AVE & 91 ST,QUEENS,11372,115,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,15
1.50E+15,1/7/2015 13:14,BROOKLYN,3621,BRIGHTON BEACH AVE & BRIGHTON 13 ST,BROOKLYN,11235,60,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/7/2015 13:15,MANHATTAN,1031,YORK AVE & 71 ST,MANHATTAN,10021,19,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,56
1.50E+15,1/7/2015 13:16,QUEENS,7934,45 AVE & 81 ST,QUEENS,11373,110,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,5
1.50E+15,1/7/2015 13:21,MANHATTAN,163,CENTER & WHITE STS,MANHATTAN,10013,5,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,10
1.50E+15,1/7/2015 13:22,BROOKLYN,3651,BRIGHTON 10 ST & BRIGHTON 10 TERR,BROOKLYN,11235,60,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,850
1.50E+15,1/7/2015 13:22,BROOKLYN,908,MACON ST & MARCUS GARVEY BLVD/SUMNER AVE,BROOKLYN,11233,81,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,13
1.50E+15,1/7/2015 13:22,QUEENS,9406,MAIN ST & 41 RD,QUEENS,11355,109,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,8
1.50E+15,1/7/2015 13:24,BROOKLYN,1027,KINGSTON AVE & RUTLAND RD,BROOKLYN,11203,71,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,11
1.50E+15,1/7/2015 13:24,QUEENS,5993,147 AVE & 230 PL,QUEENS,11413,105,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,38
1.50E+15,1/7/2015 13:25,QUEENS,5501,HILLSIDE AVE & 208 ST,QUEENS,11427,105,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,22
1.50E+15,1/7/2015 13:25,QUEENS,2692,ROCHDALE VIL GROUP 5 ENT 166 PL & 137,QUEENS,11434,113,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,19
1.50E+15,1/7/2015 13:26,BROOKLYN,3971,CLASSON AVE & QUINCY ST,BROOKLYN,11238,88,EMS Link/Medical,Assist Civilian - Non-Medical,NonMedical Emergencies,8
1.50E+15,1/7/2015 13:26,BRONX,2519,TELLER AVE & E 165 ST,BRONX,10456,44,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,14
1.50E+15,1/7/2015 13:27,BRONX,2504,WESTCHESTER & INTERVALE AVES,BRONX,10459,41,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,7
1.50E+15,1/7/2015 13:27,QUEENS,4293,ELIOT AVE & 69 LA,QUEENS,11379,104,UCT/911,Utility Emergency - Water,NonMedical Emergencies,22
1.50E+15,1/7/2015 13:29,MANHATTAN,660,6 AVE & W 28 ST,MANHATTAN,10001,13,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/7/2015 13:31,BRONX,4912,RESERVOIR AND UNIVERSITY AVES,BRONX,10468,50,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,16
1.50E+15,1/7/2015 13:32,MANHATTAN,1041,AMSTERDAM AVE & 73 ST,MANHATTAN,10023,20,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,10
1.50E+15,1/7/2015 13:32,BRONX,2149,WILLIS AVE & 138 ST,BRONX,10454,40,Private Fire Alarm,Alarm System - Testing,NonMedical Emergencies,90
1.50E+15,1/7/2015 13:33,QUEENS,1134,SEAGIRT BLVD & BEACH 20 ST,QUEENS,11691,101,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,11
1.50E+15,1/7/2015 13:35,MANHATTAN,409,ESSEX ST & HOUSTON ST,MANHATTAN,10009,9,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,10
1.50E+15,1/7/2015 13:35,BROOKLYN,931,TOMPKINS AVE & HANCOCK ST,BROOKLYN,11221,79,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,20
1.50E+15,1/7/2015 13:36,RICHMOND / STATEN ISLAND,2231,WINHAM AVE AND NEW DORP LANE,RICHMOND / STATEN ISLAND,10306,122,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,9
1.50E+15,1/7/2015 13:36,MANHATTAN,1424,PLEASANT AVE & E 119 ST,MANHATTAN,10035,25,Private Fire Alarm,Odor - Other Than Smoke,NonMedical Emergencies,43
1.50E+15,1/7/2015 13:37,BROOKLYN,426,TILLARY ST & GOLD ST,BROOKLYN,11201,88,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,6
1.50E+15,1/7/2015 13:37,BROOKLYN,3703,AVENUE F & MCDONALD AVE,BROOKLYN,11218,66,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/7/2015 13:38,BROOKLYN,3741,BEDFORD AVE & NEWKIRK AVE,BROOKLYN,11226,67,UCT/911,Defective Oil Burner,NonMedical Emergencies,6
1.50E+15,1/7/2015 13:38,MANHATTAN,1694,BROADWAY & W 165 ST,MANHATTAN,10032,33,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,76
1.50E+15,1/7/2015 13:39,BROOKLYN,924,ATLANTIC & ALBANY AVES,BROOKLYN,11213,81,UCT/911,Hospital Fire,Structural Fires,39
1.50E+15,1/7/2015 13:39,BRONX,4414,CO-OP CITY BLVD & DREISER LOOP EAST,BRONX,10475,45,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,49
1.50E+15,1/7/2015 13:40,BROOKLYN,3685,BRIGHTON BEACH AVE & BRIGHTON 15 ST,BROOKLYN,11235,61,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/7/2015 13:40,BRONX,3339,JEROME AVE & E FORDHAM RD,BRONX,10468,52,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,383
1.50E+15,1/7/2015 13:40,QUEENS,8556,86 RD & 90 ST,QUEENS,11421,102,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,5
1.50E+15,1/7/2015 13:40,BRONX,2938,CLAY AVE & 175 ST,BRONX,10457,46,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/7/2015 13:41,BROOKLYN,439,JAY ST & SANDS ST,BROOKLYN,11201,84,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,62
1.50E+15,1/7/2015 13:42,BROOKLYN,1520,GREENWOOD AVE & SHERMAN ST,BROOKLYN,11218,72,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/7/2015 13:44,MANHATTAN,386,COOPER SQ W OPP 6 ST,MANHATTAN,10003,9,Private Fire Alarm,Sprinkler System - Activated,NonMedical Emergencies,64
1.50E+15,1/7/2015 13:44,RICHMOND / STATEN ISLAND,1571,WESTWOOD AVE & LAGUARDIA AVE,RICHMOND / STATEN ISLAND,10314,122,UCT/911,Utility Emergency - Steam,NonMedical Emergencies,10
1.50E+15,1/7/2015 13:44,MANHATTAN,281,FORSYTH ST & DELANCEY ST,MANHATTAN,10002,5,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,28
1.50E+15,1/7/2015 13:46,QUEENS,7387,35 AVE & 31 ST,QUEENS,11106,114,UCT/911,Vehicle Accident - Other,NonMedical Emergencies,13
1.50E+15,1/7/2015 13:46,BROOKLYN,2456,DITMAS AVE & EAST 21 ST,BROOKLYN,11226,70,PD Link/Medical,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,24
1.50E+15,1/7/2015 13:48,QUEENS,5510,91 AVE & 210 PL,QUEENS,11428,105,UCT/911,Utility Emergency - Electric,NonMedical Emergencies,28
1.50E+15,1/7/2015 13:48,BRONX,2283,ELTON AVE & 155 ST,BRONX,10455,40,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,48
1.50E+15,1/7/2015 13:48,BRONX,3569,STEUBEN AVE & 210 ST,BRONX,10467,52,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,47
1.50E+15,1/7/2015 13:49,MANHATTAN,1626,POWELL BLVD & W 145 ST,MANHATTAN,10039,32,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,14
1.50E+15,1/7/2015 13:50,MANHATTAN,497,2 AVE & E 21 ST,MANHATTAN,10010,13,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,211
1.50E+15,1/7/2015 13:50,QUEENS,9560,BURNS ST & 67 AV,QUEENS,11374,112,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,15
1.50E+15,1/7/2015 13:51,BRONX,3129,HUGHES AVE & 179 ST,BRONX,10457,48,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,7
1.50E+15,1/7/2015 13:51,BRONX,4723,OPP 10 RICHMAN PLZ-SEDWICK AV & W 176 ST,BRONX,10453,46,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,25
1.50E+15,1/7/2015 13:53,RICHMOND / STATEN ISLAND,4612,AMBOY RD & KINGDOM AVE,RICHMOND / STATEN ISLAND,10312,123,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,65
1.50E+15,1/7/2015 13:54,QUEENS,9411,COLLEGE PT BLVD & AVERY AVE,QUEENS,11355,109,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/7/2015 13:56,MANHATTAN,366,BROADWAY & BOND ST,MANHATTAN,10012,6,Private Fire Alarm,Alarm System - Testing,NonMedical Emergencies,63
1.50E+15,1/7/2015 13:56,QUEENS,7460,31 DR & CRESCENT ST,QUEENS,11106,114,Phone,Utility Emergency - Gas,NonMedical Emergencies,41
1.50E+15,1/7/2015 13:57,MANHATTAN,1078,1 AVE & 78 ST,MANHATTAN,10075,19,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,12
1.50E+15,1/7/2015 13:59,RICHMOND / STATEN ISLAND,402,LONG POND LA & STAGE LA,RICHMOND / STATEN ISLAND,10304,120,UCT/911,Utility Emergency - Gas,NonMedical Emergencies,16
1.50E+15,1/7/2015 14:01,BRONX,3038,ROSEDALE AVE & E 174 ST,BRONX,10472,43,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,57
1.50E+15,1/7/2015 14:02,MANHATTAN,1369,POWELL BLVD & W 114 ST,MANHATTAN,10026,28,UCT/911,Carbon Monoxide - Code 3 - Emergency (over 9 ppm),NonMedical Emergencies,26
1.50E+15,1/7/2015 14:04,QUEENS,9280,46 AVE & 94 ST,QUEENS,11373,110,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,8
1.50E+15,1/7/2015 14:04,BROOKLYN,2751,PARROTT PL & 92 ST,BROOKLYN,11228,68,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
1.50E+15,1/7/2015 14:05,BRONX,2542,BOSTON RD & 166 ST,BRONX,10456,42,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,610
1.50E+15,1/7/2015 14:05,BROOKLYN,3340,AVENUE R & E 14 ST,BROOKLYN,11229,61,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/7/2015 14:05,BROOKLYN,2209,CHURCH AVE & E 96 ST,BROOKLYN,11212,67,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,15
1.50E+15,1/7/2015 14:05,MANHATTAN,1312,AMSTERDAM AVE & 107 ST,MANHATTAN,10025,24,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,14
1.50E+15,1/7/2015 14:08,BROOKLYN,1013,SCHENECTADY AVE & LINCOLN PL,BROOKLYN,11213,77,Verbal,Medical - Assist Civilian,Medical Emergencies,67
1.50E+15,1/7/2015 14:09,MANHATTAN,31,BROAD & BEAVER STS,MANHATTAN,10004,1,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,6
1.50E+15,1/7/2015 14:10,QUEENS,3140,QUEENS BLVD & YELLOWSTONE BLVD,QUEENS,11375,112,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,28
1.50E+15,1/7/2015 14:14,MANHATTAN,386,COOPER SQ W OPP 6 ST,MANHATTAN,10003,9,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,12
1.50E+15,1/7/2015 14:14,QUEENS,8174,L.I. JEWISH HOSPITAL 76 AVE & 270 ST,QUEENS,11004,105,BARS,Alarm System - Defective,NonMedical Emergencies,15
1.50E+15,1/7/2015 14:14,MANHATTAN,432,E 5 ST & AVE C\LOISAIDA AVE,MANHATTAN,10009,9,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,14
1.50E+15,1/7/2015 14:16,MANHATTAN,576,6 AVE & W 17 ST,MANHATTAN,10011,13,Private Fire Alarm,Utility Emergency - Steam,NonMedical Emergencies,48
1.50E+15,1/7/2015 14:18,BRONX,3394,DECATUR AVE & 195 ST,BRONX,10458,52,UCT/911,Utility Emergency - Water,NonMedical Emergencies,18
1.50E+15,1/7/2015 14:20,QUEENS,7254,47 AVE & 43 ST,QUEENS,11104,108,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,9
1.50E+15,1/7/2015 14:21,QUEENS,7460,31 DR & CRESCENT ST,QUEENS,11106,114,Phone,Utility Emergency - Gas,NonMedical Emergencies,93
1.50E+15,1/7/2015 14:23,BRONX,3948,PALISADE AVE & W 261 ST,BRONX,10471,50,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,16
1.50E+15,1/7/2015 14:24,QUEENS,7827,NORTHERN BLVD & 78 ST,QUEENS,11370,115,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,28
1.50E+15,1/7/2015 14:24,BRONX,4758,SEDGWICK AV-600' N OF ALEX HAMILTON BRID,BRONX,10453,46,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,35
1.50E+15,1/7/2015 14:24,BRONX,2814,SOUND VIEW AVE & STORY AVE,BRONX,10473,43,Private Fire Alarm,Alarm System - Defective,NonMedical Emergencies,71
1.50E+15,1/7/2015 14:25,MANHATTAN,725,8 AVE & W 35 ST,MANHATTAN,10018,14,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,10
1.50E+15,1/7/2015 14:25,MANHATTAN,1684,FORT WASHINGTON AVE & 161 ST,MANHATTAN,10032,33,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,27
1.50E+15,1/7/2015 14:26,BROOKLYN,45,MANHATTAN AVE & FREEMAN ST,BROOKLYN,11222,94,EMS Link/Medical,Medical - EMS Link 10-91,Medical Emergencies,5
1.50E+15,1/7/2015 14:27,MANHATTAN,1733,ST. NICHOLAS AVE AND 178TH ST,MANHATTAN,10033,33,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/7/2015 14:27,BRONX,2576,JEROME AVE & 167 ST,BRONX,10452,44,PD Link/Medical,Medical MFA - PD Link,Medical MFAs,20
1.50E+15,1/7/2015 14:27,BROOKLYN,1777,HIGHLAND BLVD & MILLER AVE,BROOKLYN,11207,75,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,12
1.50E+15,1/7/2015 14:28,QUEENS,9135,72 RD & 112 ST,QUEENS,11375,112,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,15
1.50E+15,1/7/2015 14:31,RICHMOND / STATEN ISLAND,4564,PLEASANT PLAINS AVE & HALLISTER ST,RICHMOND / STATEN ISLAND,10309,123,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,12
1.50E+15,1/7/2015 14:31,MANHATTAN,297,"BARUCH DR, 350' S OF E. HOUSTON ST",MANHATTAN,10002,7,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,19
1.50E+15,1/7/2015 14:32,MANHATTAN,1460,"WARD'S IS., OUTSIDE ADMIN. BLDG",MANHATTAN,10035,25,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/7/2015 14:32,MANHATTAN,1802,SHERMAN AVE AND 204TH ST,MANHATTAN,10034,34,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,68
1.50E+15,1/7/2015 14:32,BRONX,2284,WESTCHESTER & FOREST AVES,BRONX,10459,40,EMS Link/Medical,Medical MFA - EMS Link,Medical MFAs,7
1.50E+15,1/7/2015 14:34,BRONX,2526,JEROME AVE & 165 ST,BRONX,10452,44,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,13
1.50E+15,1/7/2015 14:34,MANHATTAN,1258,LEXINGTON AVE & E 99 ST,MANHATTAN,10029,23,UCT/911,Multiple Dwelling 'A' - Other fire,Structural Fires,9
1.50E+15,1/7/2015 14:34,BROOKLYN,1010,PLAZA ST & BUTLER PL,BROOKLYN,11238,77,UCT/911,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,10
1.50E+15,1/7/2015 14:35,MANHATTAN,1569,RIVERSIDE DR & 136 ST,MANHATTAN,10031,30,UCT/911,Utility Emergency - Electric,NonMedical Emergencies,81
1.50E+15,1/7/2015 14:35,BROOKLYN,563,LIVINGSTON ST & GALLATIN PL,BROOKLYN,11201,84,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,7
1.50E+15,1/7/2015 14:36,MANHATTAN,796,BROADWAY & W 43 ST,MANHATTAN,10036,14,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,17
1.50E+15,1/7/2015 14:36,BROOKLYN,432,MYRTLE AVE & JAY ST,BROOKLYN,11215,78,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,8
1.50E+15,1/7/2015 14:37,BRONX,2726,"WEBSTER AVE, 600 FEET NORTH OF EAST 169T",BRONX,10456,42,Phone,Utility Emergency - Electric,NonMedical Emergencies,58
1.50E+15,1/7/2015 14:39,QUEENS,6720,UNION TPK & WINCHESTER BLVD,QUEENS,11427,105,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,8
1.50E+15,1/7/2015 14:40,BROOKLYN,3971,CLASSON AVE & QUINCY ST,BROOKLYN,11238,88,UCT/911,Medical - Assist Civilian,Medical Emergencies,155
1.50E+15,1/7/2015 14:42,MANHATTAN,631,MADISON AVE & E 25 ST,MANHATTAN,10010,13,PD Link/Medical,Medical - PD Link 10-91,Medical Emergencies,6
1.50E+15,1/7/2015 14:43,MANHATTAN,1479,LEXINGTON AV & E 125 ST\KING BLVD,MANHATTAN,10035,25,Private Fire Alarm,Alarm System - Unnecessary,NonMedical Emergencies,59
1.50E+15,1/7/2015 14:44,BROOKLYN,972,ATLANTIC & CLASSON AVES,BROOKLYN,11238,77,EMS Link/Medical,Vehicle Accident - Other,NonMedical Emergencies,17
1.50E+15,1/7/2015 14:45,BRONX,4770,DAVIDSON AVE & W176 ST,BRONX,10453,46,UCT/911,Utility Emergency - Water,NonMedical Emergencies,15
1.50E+15,1/7/2015 14:46,QUEENS,7121,47 AVE & 5 ST,QUEENS,11101,108,UCT/911,Assist Civilian - Non-Medical,NonMedical Emergencies,17
1.50E+15,1/7/2015 14:46,BROOKLYN,1689,DUMONT & STONE AVES/MOTHER GASTON BLVD,BROOKLYN,11212,73,UCT/911,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,5
1.50E+15,1/7/2015 14:47,MANHATTAN,1164,PARK AVE & 86 ST,MANHATTAN,10028,19,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,132
1.50E+15,1/7/2015 14:47,QUEENS,8641,116 AVE & BARRON ST,QUEENS,11434,113,PD Link/Medical,Medical - Assist Civilian,Medical Emergencies,28
1.50E+15,1/7/2015 14:47,MANHATTAN,1791,BROADWAY AND DYCKMAN ST,MANHATTAN,10034,34,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,16
1.50E+15,1/7/2015 14:49,BROOKLYN,1614,ROCHESTER AVE & PACIFIC ST,BROOKLYN,11233,77,UCT/911,Odor - Other Than Smoke,NonMedical Emergencies,16
1.50E+15,1/7/2015 14:51,MANHATTAN,914,10 AVE & W 57 ST,MANHATTAN,10019,18,EMS Link/Medical,Medical - Assist Civilian,Medical Emergencies,6
